1	2	8.3	103	40	35	26	0	13	4	8	0	5	0	0	2	2	7	0
1	3	7.9	69	88	57	44	0	16	5	6	0	6	0	3	0	0	1	0
1	4	8.1	111	74	63	37	0	20	9	3	0	2	0	15	7	0	5	0
1	5	8.4	134	45	27	17	0	2	6	4	0	6	0	0	0	0	8	0
1	6	7.8	128	44	66	49	0	1	3	7	0	3	0	0	14	2	21	0
2	1	8.7	138	74	42	48	0	4	4	4	0	8	0	0	6	9	2	0
2	2	8.2	112	12	22	41	0	1	4	9	0	1	0	1	26	0	1	0
2	3	8.4	120	87	72	45	0	13	8	13	0	3	0	1	4	0	5	0
2	4	8.4	79	80	67	28	0	4	18	9	0	7	0	4	2	4	50	0
2	5	8.2	150	36	31	27	0	7	14	2	27	5	0	0	7	3	1	0
2	6	8.2	102	77	54	27	0	2	6	4	0	9	0	1	5	4	18	0
2	7	8.6	86	24	52	40	0	5	1	2	0	1	0	0	1	1	8	0
2	8	8.2	147	67	48	35	0	5	5	4	1	5	0	0	1	2	14	0
2	9	8.4	129	45	60	47	0	6	14	12	0	4	0	0	1	2	6	0
2	10	8.8	94	51	27	22	0	20	10	14	9	5	0	12	7	13	18	0
2	11	8.6	116	28	32	22	0	4	2	0	6	10	0	3	3	7	6	0
2	12	9	146	68	61	57	0	4	6	2	1	4	0	1	13	1	16	0
2	13	8.3	114	54	53	28	0	9	5	8	3	3	1	0	3	5	14	0
2	14	7.9	126	47	36	28	0	5	4	8	9	8	0	0	8	13	13	0
2	15	8.2	88	16	24	30	0	0	5	4	0	1	0	5	0	9	2	0
2	16	8.3	53	29	25	30	0	5	4	8	3	0	0	3	0	13	4	0
2	17	8.4	75	64	36	24	0	3	4	4	4	6	0	1	4	5	14	0
2	18	8.3	81	27	24	26	0	4	10	7	5	9	0	2	13	8	12	0
2	19	8.1	99	46	23	26	0	7	13	15	0	3	0	1	8	4	10	0
2	20	8.4	62	92	26	26	0	8	8	7	2	9	0	2	9	9	7	0
2	21	8.7	95	50	37	26	0	9	12	5	3	4	0	1	22	2	5	0
2	22	9.3	112	40	53	46	0	5	5	16	4	3	0	3	5	1	1	0
3	1	8.9	63	18	13	12	8	17	4	1	1	1	0	2	10	1	1	0
3	2	8.2	122	44	32	30	0	0	10	3	2	1	0	1	6	8	8	0
3	3	8.5	83	77	17	20	10	0	13	5	3	3	0	0	0	8	1	0
3	4	8	106	40	19	34	4	0	7	9	6	6	0	1	10	5	7	0
3	5	8.2	44	57	47	56	8	0	4	4	0	9	0	0	1	6	43	0
3	6	8	77	8	20	26	18	0	10	9	1	1	0	2	2	20	12	0
3	7	8.5	67	38	21	22	5	0	7	12	0	1	0	0	3	2	7	0
3	8	8.7	149	84	81	45	55	0	7	21	2	4	0	11	16	6	11	0
3	9	8.2	54	4	31	16	17	0	10	13	2	2	0	1	4	0	3	0
3	10	8.7	115	62	45	57	28	1	51	15	4	5	0	3	15	19	22	0
3	11	8.5	100	39	33	43	10	0	7	10	4	10	0	2	9	2	2	0
3	12	8.6	48	33	39	26	29	0	17	7	0	8	0	0	0	2	8	0
3	13	8.8	48	25	25	10	40	11	14	3	3	2	0	2	0	0	3	0
3	14	8.2	77	29	25	30	0	0	5	3	0	1	0	2	0	3	6	0
3	15	8.3	49	25	19	15	0	0	3	4	0	2	0	1	2	6	0	0
3	16	8.8	65	25	20	29	0	9	5	7	8	2	0	12	3	11	16	0
3	17	8.5	85	35	22	24	0	1	3	12	2	5	0	2	5	4	12	0
3	18	8.9	107	18	41	16	2	4	11	8	3	4	0	0	17	14	9	0
3	19	8.8	102	70	31	21	34	3	5	22	4	5	0	0	8	11	9	0
3	20	8.7	68	42	74	16	56	9	25	10	15	1	0	0	0	25	3	0
3	21	8.8	92	46	33	36	16	0	11	11	6	2	0	5	7	7	5	0
3	22	9.1	145	50	30	30	21	5	8	6	2	12	0	7	4	9	5	0
3	23	9.3	123	70	65	51	30	12	6	17	3	7	0	6	0	7	4	0
4	1	8.8	160	57	53	84	10	14	50	21	9	10	0	25	11	7	8	0
4	2	8.4	158	74	48	56	14	8	23	16	15	5	0	0	18	24	85	0
4	3	8.5	156	88	70	31	47	12	52	17	1	7	0	14	8	12	7	0
4	4	8.7	159	53	52	56	25	32	10	12	7	7	0	1	2	13	21	0
4	5	8.8	92	11	47	22	21	1	2	3	2	1	0	3	2	0	8	0
4	6	8.5	90	44	78	26	12	12	1	2	0	10	0	1	10	0	0	0
4	7	8.3	82	36	69	23	7	7	7	2	12	2	0	5	16	1	0	0
4	8	8.7	89	5	27	25	6	4	1	4	3	3	0	1	4	15	10	0
4	9	9.3	101	18	42	35	14	0	14	0	0	1	0	0	0	0	0	0
4	10	8.1	100	22	26	42	14	2	4	20	3	1	0	0	1	7	0	0
4	11	8.7	104	48	43	17	4	8	5	4	2	6	0	1	8	5	70	0
4	12	8.4	99	32	31	30	23	2	3	8	1	23	0	1	13	6	14	0
4	13	7.9	76	10	21	34	14	5	4	9	4	0	0	1	0	1	0	0
4	14	9.3	167	49	77	47	12	4	17	23	8	5	0	9	51	4	5	0
5	1	8.8	130	61	68	36	31	24	26	14	5	8	0	7	3	17	20	0
5	2	8.3	64	14	29	9	12	7	2	13	2	5	0	23	0	3	12	0
5	3	8.1	83	39	28	25	13	4	16	12	2	2	0	1	3	2	0	0
5	4	8.1	94	33	36	11	7	5	8	5	2	1	0	0	0	0	0	0
5	5	8.1	101	38	25	25	44	6	8	5	2	1	0	1	0	7	4	0
5	6	8.5	73	99	111	34	29	0	6	2	0	4	0	1	0	23	6	0
5	7	8.2	77	16	22	14	69	38	10	2	1	3	0	5	0	15	13	0
5	8	8.6	90	38	31	26	6	3	2	2	2	0	0	2	29	10	18	0
5	9	8.7	100	29	31	58	17	31	23	3	1	4	0	1	2	1	0	0
5	10	8.4	65	27	26	6	8	5	12	3	1	4	0	36	15	1	0	0
5	11	8.7	52	66	34	9	65	10	22	8	2	2	0	6	0	2	0	0
5	12	8.1	90	73	13	5	5	3	3	14	1	5	0	2	0	2	0	0
5	13	9.6	118	73	35	32	23	11	16	8	4	28	0	3	0	3	0	0
5	14	8.2	55	25	34	35	27	1	0	0	5	7	0	0	0	8	0	0
5	15	8.2	50	33	33	38	0	13	19	18	2	2	0	9	0	18	0	0
5	16	8.1	86	31	35	32	0	14	4	15	0	2	0	3	0	9	0	0
5	17	8.7	113	71	39	24	12	7	0	10	2	1	0	0	0	0	0	0
5	18	8.3	104	21	30	14	6	3	8	5	2	2	0	1	0	7	0	0
5	19	8.4	88	12	26	38	14	12	6	13	1	7	0	2	1	6	0	0
5	20	8.3	78	17	35	65	16	1	3	10	1	4	0	0	0	1	11	0
5	21	8.7	46	28	28	45	18	5	0	2	2	3	0	1	3	5	25	16
5	22	8.7	95	83	27	18	31	0	0	1	0	1	0	0	0	1	9	0
5	23	9.1	76	25	29	33	3	0	2	1	0	1	0	0	0	2	24	1
5	24	8.3	95	49	29	30	12	5	5	1	9	12	0	8	13	2	25	10
5	25	8.7	85	32	17	19	16	6	17	15	3	2	1	1	0	11	2	23
5	26	8.9	55	41	24	25	12	2	3	5	0	2	0	2	2	0	0	3
6	1	8.7	95	20	42	27	38	10	5	14	6	12	0	4	1	9	1	7
6	2	8.2	71	32	19	24	7	7	3	1	4	2	0	6	26	3	5	3
6	3	8	86	29	91	17	3	12	5	14	3	3	0	9	0	4	5	3
6	4	9.3	129	84	56	70	33	9	12	30	0	7	0	6	4	3	3	10
6	5	9.3	122	50	14	5	57	18	0	17	1	0	0	3	3	0	4	7
6	6	7.7	85	30	60	60	9	6	5	6	1	1	0	4	15	10	8	12
6	7	8.6	85	14	49	39	37	11	10	10	3	3	0	8	0	2	1	17
6	8	8.2	114	50	26	70	28	3	2	6	2	1	0	1	7	5	8	3
6	9	8.2	67	30	47	12	24	8	6	11	2	6	0	4	0	1	1	15
6	10	8.6	71	26	37	12	14	18	0	4	1	4	0	1	0	0	18	3
6	11	8.2	68	36	38	14	22	2	3	6	1	2	0	0	0	1	4	21
6	12	8.3	95	37	39	16	16	13	6	13	2	5	0	3	6	3	8	11
6	13	8.5	44	17	0	5	1	0	2	2	0	0	0	0	18	0	1	0
6	14	6.8	82	9	26	25	10	5	2	1	1	1	0	2	2	0	0	6
6	15	7.8	68	39	33	5	24	6	1	5	0	0	0	4	0	11	19	23
6	16	8.1	117	47	134	126	25	3	19	29	1	3	0	6	1	3	2	35
6	17	8.4	52	29	40	1	24	4	3	3	0	1	0	4	0	3	3	20
6	18	8.5	85	43	51	3	15	1	6	8	0	11	0	3	2	8	3	7
6	19	7.8	74	34	33	31	35	20	17	7	1	1	0	1	0	4	5	16
6	20	7.9	46	17	8	28	25	6	5	20	0	0	0	9	3	5	5	52
6	21	8.6	86	45	37	27	3	9	3	8	1	2	0	0	0	28	4	9
6	22	7.9	92	38	14	42	30	1	0	0	2	3	0	1	0	7	4	3
6	23	8	82	36	21	30	41	3	17	6	4	2	0	3	5	5	11	11
6	24	8.2	67	19	13	17	17	2	4	7	2	2	0	0	7	5	2	4
7	1	8.4	58	21	22	25	16	8	3	5	4	5	0	3	3	5	3	7
7	2	8.3	31	48	34	39	13	7	4	0	1	3	0	0	35	6	3	4
