7	3	8.2	43	17	19	17	49	1	16	0	2	2	0	1	0	2	0	19
7	4	7.9	88	41	4	8	40	7	2	10	2	4	0	7	0	5	1	4
7	5	7.8	85	56	59	10	38	16	2	12	2	5	0	15	0	3	3	2
7	6	8.2	59	14	27	24	16	8	5	19	3	7	0	1	4	5	6	7
7	7	7.5	74	16	38	33	25	2	8	4	0	3	0	0	3	2	6	9
7	8	7.9	56	26	18	23	27	7	9	9	4	1	0	0	0	13	3	42
7	9	7.8	66	24	24	28	10	5	20	9	3	7	0	0	0	5	54	7
7	10	8.2	56	48	27	45	23	25	3	8	2	6	0	2	0	8	7	10
7	11	8.9	130	38	50	69	28	12	26	15	4	5	0	10	25	14	11	18
7	12	8.3	75	34	8	31	21	3	7	19	13	0	0	1	0	10	6	21
7	13	7.7	37	19	24	18	51	14	0	9	2	2	0	0	0	12	8	25
7	14	8.5	42	26	32	36	14	12	1	7	0	3	0	3	0	9	6	14
7	15	8.4	73	24	23	24	37	17	9	13	1	1	0	1	0	1	6	38
7	16	9.3	33	3	6	4	2	0	0	2	1	0	0	0	0	1	1	1
7	17	7.5	57	41	38	36	29	1	1	13	0	1	0	3	0	3	4	10
7	18	9.2	72	31	24	32	17	7	1	18	0	1	0	3	0	3	9	0
7	19	7.8	68	10	10	8	12	5	4	4	0	3	0	1	0	5	2	10
7	20	8.9	82	13	24	15	4	6	2	6	1	3	0	6	2	0	6	12
7	21	9.7	116	16	18	20	24	6	12	11	2	7	0	6	5	3	3	12
7	22	7.7	0	20	40	24	9	2	4	13	0	0	0	0	1	15	15	3
7	23	8.7	0	73	28	11	26	4	11	20	2	2	0	1	6	6	2	13
7	24	8.8	0	44	90	32	26	22	11	14	17	4	0	6	13	17	11	23
8	1	8.2	0	38	38	25	51	7	7	10	1	8	0	6	4	6	5	9
8	2	8.2	0	21	42	34	86	7	14	24	0	5	0	5	1	5	5	18
8	3	7.3	0	37	52	23	63	18	3	21	1	0	0	4	2	6	6	12
8	4	8.1	0	29	23	15	66	10	13	6	0	1	0	6	6	3	8	5
8	5	7.6	0	21	29	27	34	10	5	9	4	4	0	9	7	12	3	36
8	6	7.8	0	51	44	21	54	11	7	10	0	9	0	0	8	5	3	8
8	7	7.7	0	55	40	65	43	4	0	15	2	0	0	0	4	6	6	13
8	8	7	0	30	25	18	58	20	1	18	0	4	0	1	0	5	11	17
8	9	7.7	0	52	29	0	59	12	2	2	2	1	0	1	3	1	3	8
8	10	8	0	28	44	0	88	9	2	10	2	5	0	18	6	10	10	38
8	11	7.9	0	34	19	0	44	19	2	19	1	5	0	7	0	7	6	6
8	12	8	0	47	22	0	44	12	5	11	0	7	0	9	8	6	10	58
8	13	7.5	0	58	73	28	47	24	31	12	5	7	0	2	5	2	2	14
8	14	7.8	0	67	30	29	45	4	8	5	1	7	0	2	2	8	12	15
8	15	7.9	0	63	32	10	22	1	0	2	2	13	0	2	0	3	9	21
8	16	8.1	0	60	55	15	20	10	11	4	0	6	0	0	0	8	20	19
8	17	7.8	0	53	28	10	28	6	9	8	1	1	0	3	18	9	17	10
8	18	7.8	0	45	45	10	20	4	3	19	2	2	0	1	16	3	2	15
8	19	6.7	0	21	38	17	33	1	1	8	1	1	0	2	3	1	1	32
8	20	7.2	0	22	39	32	48	11	8	3	3	1	0	0	0	0	3	25
8	21	7.1	0	16	19	29	53	7	7	9	2	1	0	1	1	13	30	24
8	22	7.1	0	15	24	22	41	16	4	18	1	1	0	2	0	0	17	7
8	23	7.7	0	56	48	23	28	1	3	1	1	1	0	0	7	0	0	8
8	24	7.8	0	27	31	22	49	11	20	3	1	1	0	2	5	4	0	9
9	1	7.7	0	42	21	19	33	9	16	7	1	3	0	2	11	2	1	4
9	2	7.2	0	31	39	34	33	5	7	10	4	1	0	1	5	0	0	31
9	3	7.5	0	24	19	34	44	7	2	3	0	2	0	1	0	0	0	21
9	4	7.9	0	40	60	29	43	13	5	16	3	10	0	7	2	0	0	11
9	5	7.1	0	39	35	32	50	3	6	2	3	2	0	5	5	0	0	24
9	6	7.8	0	34	9	11	54	27	12	25	1	0	0	3	9	0	0	40
9	7	7.7	0	53	22	45	9	21	21	3	1	0	0	4	5	0	0	18
9	8	7.8	0	57	29	17	0	22	52	16	3	14	0	8	8	0	0	6
9	9	8.4	0	59	58	32	0	7	11	13	2	5	0	5	11	0	0	24
9	10	7.7	0	18	28	44	0	10	16	14	4	4	0	22	0	0	0	26
9	11	7.9	0	41	18	23	0	19	13	19	3	4	0	6	0	0	0	11
9	12	8	0	44	37	48	0	8	6	10	2	1	0	2	7	0	0	18
9	13	7.7	0	87	45	24	0	2	1	1	0	2	0	5	0	0	0	2
9	14	7.6	0	37	30	57	0	12	15	6	1	0	0	1	3	0	0	10
9	15	7.4	0	32	26	28	62	7	4	6	0	1	0	2	0	0	0	26
9	16	8.2	0	44	28	55	83	8	42	5	4	5	0	7	15	0	0	33
9	17	7.5	0	51	6	21	5	11	8	12	3	2	0	3	0	0	0	4
9	18	8	0	37	31	42	11	29	32	9	0	5	0	3	2	0	17	3
9	19	8	0	61	15	9	31	7	4	5	2	21	0	2	15	0	0	10
9	20	8	0	21	17	22	39	2	16	10	1	2	0	0	7	0	0	16
9	21	8.9	0	54	63	30	68	19	30	13	2	4	0	1	7	0	0	9
9	22	9.3	0	87	89	34	44	28	39	30	4	4	0	9	0	0	0	22
9	23	9.7	2	76	73	45	31	18	23	31	8	8	0	15	13	12	15	11
